human,rat
MBNL3,MBNL3
CACNA2D3,CACNA2D3
SCN3B,SCN3B
DCP1A,DCP1A
ADAP2,ADAP2
LRP2BP,LRP2BP
HR,HR
ST6GALNAC1,ST6GALNAC1
TRERF1,TRERF1
FOXJ2,FOXJ2
ADCY10,ADCY10
SPATA7,SPATA7
UTP6,UTP6
BDP1,BDP1
TSNAXIP1,TSNAXIP1
DOK5,DOK5
KDM3A,KDM3A
RNF130,RNF130
ALLC,ALLC
VPS11,VPS11
PAG1,PAG1
PECR,PECR
DCAF6,DCAF6
SELENOS,SELENOS
GLT8D1,GLT8D1
EMC3,EMC3
CAND1,CAND1
UBAP2,UBAP2
CPAP,CPAP
EAPP,EAPP
CENPN,CENPN
EAF2,EAF2
WWC3,WWC3
ARHGAP15,ARHGAP15
PPP2R2D,PPP2R2D
BRK1,BRK1
ITFG2,ITFG2
CISD1,CISD1
PLGRKT,PLGRKT
USE1,USE1
PSENEN,PSENEN
TEX2,TEX2
ZC3H15,ZC3H15
ACOT13,ACOT13
KIZ,KIZ
TMEM165,TMEM165
BEX1,BEX2
ACTR10,ACTR10
DBNDD2,DBNDD2
ECHDC1,ECHDC1
TMEM126B,TMEM126B
HDAC8,HDAC8
ASH1L,ASH1L
ZNG1A,ZNG1A
PBK,PBK
GABRQ,GABRQ
WSB2,WSB2
LMO3,LMO3
GPRC5C,GPRC5C
LENEP,LENEP
MYNN,MYNN
ZNF395,ZFP395
MESP1,MESP1
UNC45A,UNC45A
THSD1,THSD1
ACSS2,ACSS2
KMT2E,KMT2E
RNF114,RNF114
ZC4H2,ZC4H2
CMAS,CMAS
ANGPTL8,ANGPTL8
BIN3,BIN3
APOBR,APOBR
ERBIN,ERBIN
LANCL2,LANCL2
NXT2,NXT2
CTTNBP2NL,CTTNBP2NL
RCC2,RCC2
NKRF,NKRF
INKA2,INKA2
DMAP1,DMAP1
MYO5C,MYO5C
APOM,APOM
ZMAT5,ZMAT5
LIN37,LIN37
KLHL9,KLHL9
SULF2,SULF2
SEPTIN3,SEPTIN3
AJAP1,AJAP1
NDUFA12,NDUFA12
NSFL1C,NSFL1C
RAB5IF,RAB5IF
GNG12,GNG12
BAIAP2L1,BAIAP2L1
SLC25A40,SLC25A40
BCAP29,BCAP29
SLC50A1,SLC50A1
KLHL7,KLHL7
NXF3,NXF3
MYDGF,MYDGF
SMG9,SMG9
BARX1,BARX1
PDGFC,PDGFC
ALG1,ALG1
UBFD1,UBFD1
KLHL4,KLHL4
TMEM234,TMEM234
PCDHGB7,PCDHGB7
PCDHGB1,PCDHGB1
PCDHGA11,PCDHGA11
PCDHGA10,PCDHGA10
PCDHGA9,PCDHGA9
PCDHGA7,PCDHGA7
PCDHGA5,PCDHGA5
PCDHGA4,PCDHGA4
PCDHGA3,PCDHGA3
PCDHGA1,PCDHGA1
PCDHB3,PCDHB3
PCDHB2,PCDHB2
PCDHA13,PCDHA13
PCDHA12,PCDHA12
PCDHA11,PCDHA11
PCDHA4,PCDHA4
PCDHA3,PCDHA3
PCDHA2,PCDHA2
PCDHA1,PCDHA1
TEX15,TEX15
TEX14,TEX14
TEX13B,TEX13B
TEX12,TEX12
TEX11,TEX11
NSMCE3,NSMCE3
RNF17,RNF17
STK31,STK31
TDRD1,TDRD1
GSDMC,GSDMC
DNAH7,DNAH7
ANKH,ANKH
MOSPD1,MOSPD1
MTFR1L,MTFR1L
LMOD3,LMOD3
ATOSA,ATOSA
SUSD2,SUSD2
KIAA1217,ETL4
BTNL2,BTNL2
EPCIP,EPCIP
MRAP,MRAP
YLPM1,YLPM1
CRTAM,CRTAM
RNF20,RNF20
TMX4,TMX4
SERTAD4,SERTAD4
MEPCE,MEPCE
CTNNBL1,CTNNBL1
GPCPD1,GPCPD1
LRRC8A,LRRC8A
CPXM1,CPXM1
KYAT3,KYAT3
IRGC,IRGC
WDR45B,WDR45B
BEX4,BEX4
GKN1,GKN1
PARD3,PARD3
IL36G,IL36G
SLC7A10,SLC7A10
TRPV5,TRPV5
ANKRD7,ANKRD7
METTL3,METTL3
PRMT8,PRMT8
PPAN,PPAN
CABP5,CABP5
LTB4R2,LTB4R2
CTPS2,CTPS2
RPRM,RPRM
CCL28,CCL28
EIF4ENIF1,EIF4ENIF1
KCNQ5,KCNQ5
DNAJC12,DNAJC12
CHST7,CHST7
CYP26B1,CYP26B1
ERO1B,ERO1B
SLC2A9,SLC2A9
DIABLO,DIABLO
INPP5E,INPP5E
ASAH2,ASAH2
BCCIP,BCCIP
EIF5A2,EIF5A2
TMPRSS4,TMPRSS4
CLDND1,CLDND1
TWNK,TWNK
NPDC1,NPDC1
POLE4,POLE4
TRIM39,TRIM39
KCNK13,KCNK13
KCNK12,KCNK12
PANX2,PANX2
MUC13,MUC13
SUCNR1,SUCNR1
AKIP1,AKIP1
C11ORF16,C1H11ORF16
TMEM9B,TMEM9B
NRIP3,NRIP3
ASCL3,ASCL3
SAR1A,SAR1A
CFAP298,CFAP298
JPH1,JPH1
RETN,RETN
BARHL1,BARHL1
FMN2,FMN2
IFNK,IFNK
SLAMF8,SLAMF8
GPR137,GPR137
SPHK2,SPHK2
TCEAL7,TCEAL7
GRIPAP1,GRIPAP1
EMC7,EMC7
RAD18,RAD18
CELF4,CELF4
CDC42SE1,CDC42SE1
FSTL5,FSTL5
UGGT1,UGGT1
KCMF1,KCMF1
TM9SF3,TM9SF3
SAXO6,SAXO6
TCIM,TCIM
UBQLN4,UBQLN4
AGPAT3,AGPAT3
AGPAT4,AGPAT4
DPYSL5,DPYSL5
WRNIP1,WRNIP1
BDH2,BDH2
ANKS1B,ANKS1B
TMEM167B,TMEM167B
COXFA4L2,COXFA4L2
PNO1,PNO1
PAPOLB,PAPOLB
SH3GLB2,SH3GLB2
PRMT2IP,PRMT2IP
SPIRE1,SPIRE1
STARD7,STARD7
MAP3K7CL,MAP3K7CL
IFT46,IFT46
C1GALT1,C1GALT1
OTOR,OTOR
EXOSC5,EXOSC5
SMARCAD1,SMARCAD1
MEIS3,MEIS3
DHX33,DHX33
SEMA3G,SEMA3G
MCCC1,MCCC1
NMUR2,NMUR2
PAK6,PAK6
LXN,LXN
NCLN,NCLN
GPR108,GPR108
SPPL2B,SPPL2B
FEM1C,FEM1C
DUS3L,DUS3L
CA10,CA10
SMCO4,SMCO4
CCDC177,CCDC177
PMEPA1,PMEPA1
BMAL2,BMAL2
DUSP22,DUSP22
HMCES,HMCES
CMC2,CMC2
ENY2,ENY2
OLFML3,OLFML3
MRPS22,MRPS22
EMSY,EMSY
MFF,MFF
SDR39U1,SDR39U1
XAB2,XAB2
SMYD2,SMYD2
C5ORF15,C10H5ORF15
PRTFDC1,PRTFDC1
NT5M,NT5M
NIT2,NIT2
MEPE,MEPE
LHX9,LHX9
OTUD7B,OTUD7B
SHD,SHD
RGMA,RGMA
WDR93,WDR93
PARP6,PARP6
C14ORF132,C6H14ORF132
ATXN7L3,ATXN7L3
CEACAM19,CEACAM19
FAM20C,FAM20C
STOX2,STOX2
PRDM8,PRDM8
PRDM9,PRDM9
PRDM10,PRDM10
PRDM11,PRDM11
POGLUT1,POGLUT1
PSMG2,PSMG2
ADPRM,ADPRM
DTWD1,DTWD1
BBX,BBX
CDC42SE2,CDC42SE2
KIF15,KIF15
TOMM22,TOMM22
CHPT1,CHPT1
TULP4,TULP4
SLC12A9,SLC12A9
COQ8A,COQ8A
CTNNBIP1,CTNNBIP1
ADAMTS9,ADAMTS9
SDHAF3,SDHAF3
YAE1,YAE1
CCDC47,CCDC47
ACKR3,ACKR3
CABP4,CABP4
COQ9,COQ9
CCNL1,CCNL1
CIAPIN1,CIAPIN1
VPS35L,VPS35L
PDXP,PDXP
SLC17A7,SLC17A7
RSRP1,RSRP1
ANKMY2,ANKMY2
RARS2,RARS2
TWSG1,TWSG1
PLSCR2,PLSCR2
PLSCR3,PLSCR3
UTP3,UTP3
CHRNA10,CHRNA10
TBX20,TBX20
PCBP4,PCBP4
DDX24,DDX24
KNL1,KNL1
SLC17A6,SLC17A6
AGTRAP,AGTRAP
PLSCR4,PLSCR4
ENTPD7,ENTPD7
CASS4,CASS4
PCNP,PCNP
CPA6,CPA6
PITHD1,PITHD1
RPGRIP1,RPGRIP1
PARP11,PARP11
AVEN,AVEN
ANO2,ANO2
FERRY3,FERRY3
TIGAR,TIGAR
PNPLA2,PNPLA2
CYSLTR2,CYSLTR2
NAT14,NAT14
PDSS2,PDSS2
REXO4,REXO4
PLAAT1,PLAAT1
RAB25,RAB25
TRPC7,TRPC7
PGLYRP4,PGLYRP4
INTS12,INTS12
CAMK1D,CAMK1D
EPPIN,EPPIN
GOPC,GOPC
LPAR5,LPAR5
NUP107,NUP107
CD248,CD248
PLXDC1,PLXDC1
CD177,CD177
RHBG,RHBG
LYRM4,LYRM4
MRPL47,MRPL47
ATP13A1,ATP13A1
CHMP1B,CHMP1B
MAN1C1,MAN1C1
APMAP,APMAP
RGL3,RGL3
RNPEPL1,RNPEPL1
RTN4,RTN4
ADCK1,ADCK1
PAK5,PAK5
LDAF1,LDAF1
SCYL3,SCYL3
RALGAPB,RALGAPB
LYRM1,LYRM1
SMIM8,SMIM8
LYZL6,LYZL6
SLURP1,SLURP1
SLC44A2,SLC44A2
SMURF1,SMURF1
TMEM63C,TMEM63C
PHTF2,PHTF2
JPH2,JPH2
TRIM54,TRIM54
PELI2,PELI2
PELI1,PELI1
GJC2,GJC2
SALL4,SALL4
ASPHD2,ASPHD2
ZNFX1,ZNFX1
DOLPP1,DOLPP1
CAMK1G,CAMK1G
CORO1B,CORO1B
VARS2,VARS2
ZMIZ1,ZMIZ1
KIAA1191,KIAA1191
ACTR3B,ACTR3B
SLC39A10,SLC39A10
ANKRD50,ANKRD50
FAM219B,FAM219B
NIPAL3,NIPAL3
RALGAPA2,RALGAPA2
THOC2,THOC2
ADAMTSL3,ADAMTSL3
DENND11,DENND11
SELENON,SELENON
MCOLN1,MCOLN1
ATP10A,ATP10A
ATP8B2,ATP8B2
ATP10D,ATP10D
ZNF248,ZFP248
SLC45A4,SLC45A4
ADGRG6,ADGRG6
SPRYD7,SPRYD7
CEMIP,CEMIP
THAP11,THAP11
VANGL2,VANGL2
TTC7A,TTC7A
ARFGEF3,ARFGEF3
ERGIC1,ERGIC1
PPP4R3B,PPP4R3B
NHSL1,NHSL1
LYRM2,LYRM2
SMAGP,SMAGP
SNX14,SNX14
SLC4A10,SLC4A10
DANCR,DANCR
KAT14,KAT14
PBXIP1,PBXIP1
CBX8,CBX8
RCN3,RCN3
ZNF286A,ZFP286A
ZNF287,ZFP287
SENP7,SENP7
JPH3,JPH3
TTYH1,TTYH1
GJD2,GJD2
AICDA,AICDA
MRS2,MRS2
RHOJ,RHOJ
CLTRN,CLTRN
CLK4,CLK4
S100A14,S100A14
RAB22A,RAB22A
CYP20A1,CYP20A1
SPC25,SPC25
ABHD6,ABHD6
NMRAL1,NMRAL1
LRTM1,LRTM1
MIF4GD,MIF4GD
SCYL1,SCYL1
AS3MT,AS3MT
TMIGD3,TMIGD3
RHBDD2,RHBDD2
CEP15,CEP15
WDR18,WDR18
SLC24A3,SLC24A3
NDRG3,NDRG3
NDRG2,NDRG2
BIRC6,BIRC6
PLEKHG5,PLEKHG5
TENM2,TENM2
GALNT16,GALNT16
DSCAML1,DSCAML1
REXO1,REXO1
KIAA1143,RGD1311745
TMCC3,TMCC3
GATAD2B,GATAD2B
PPM1H,PPM1H
ISY1,ISY1
MYORG,MYORG
AMIGO1,AMIGO1
STRIP2,STRIP2
TBC1D24,TBC1D24
SCAF4,SCAF4
HHATL,HHATL
SLC12A5,SLC12A5
PNMA8B,PNMA8B
LRRC47,LRRC47
ERMN,ERMN
CNOT6,CNOT6
ZNF512B,ZFP512B
PLEKHH1,PLEKHH1
GRAMD1B,GRAMD1B
SHROOM4,SHROOM4
USP31,USP31
PRR12,PRR12
PLEKHG1,PLEKHG1
KIAA1210,KIAA1210
CRACD,CRACD
RNF150,RNF150
NLN,NLN
ESYT2,ESYT2
ODF2L,ODF2L
AHRR,AHRR
ARID1B,ARID1B
HEG1,HEG1
RIMKLB,RIMKLB
NWD2,NWD2
MRTFB,MRTFB
LRFN2,LRFN2
KIDINS220,KIDINS220
CFAP92,CFAP92
MTA3,MTA3
AARS2,AARS2
MAVS,MAVS
ZNF608,ZFP608
INTS2,INTS2
MTUS1,MTUS1
XPO5,XPO5
COG6,COG6
GPR158,GPR158
CASKIN2,CASKIN2
ARHGAP31,ARHGAP31
SERINC1,SERINC1
STARD9,STARD9
HECW2,HECW2
RPTOR,RPTOR
SRGAP1,SRGAP1
NYNRIN,NYNRIN
CASKIN1,CASKIN1
PCDH19,PCDH19
KCTD16,KCTD16
RTL9,RTL9
CGN,CGN
HACE1,HACE1
NUFIP2,NUFIP2
TBC1D14,TBC1D14
MIB1,MIB1
ELAPOR1,ELAPOR1
KIAA1328,KIAA1328
SORCS2,SORCS2
ALPK3,ALPK3
WDR35,WDR35
DISP3,DISP3
ZNF398,ZFP398
KLHL42,KLHL42
TXNDC16,TXNDC16
CC2D2A,CC2D2A
PDP2,PDP2
IGSF9,IGSF9
TAOK1,TAOK1
NCEH1,NCEH1
MICAL3,MICAL3
LRRC7,LRRC7
NLGN2,NLGN2
SEMA6A,SEMA6A
USP35,USP35
STAMBPL1,STAMBPL1
IFT80,IFT80
ARRDC3,ARRDC3
CEP126,CEP126
KLHL8,KLHL8
KLHL14,KLHL14
ZNF319,ZFP319
SIPA1L2,SIPA1L2
ARHGAP20,ARHGAP20
TRMT5,TRMT5
CARNS1,CARNS1
DOCK6,DOCK6
ZNF471,ZFP78
MARCHF4,MARCHF4
PCDH10,PCDH10
KIF17,KIF17
CCDC191,CCDC191
UNC79,UNC79
FAM135A,FAM135A
PREX1,PREX1
KCNT1,KCNT1
TMEM181,TMEM181
ARHGAP21,ARHGAP21
CRAMP1,CRAMP1
SYT13,SYT13
CFAP97,CFAP97
RIC1,RIC1
WDFY1,WDFY1
MRTFA,MRTFA
ZNF687,ZFP687
EBF4,EBF4
HOMEZ,HOMEZ
PDZD4,PDZD4
BEGAIN,BEGAIN
BAHCC1,BAHCC1
WDR48,WDR48
FNIP2,FNIP2
USP36,USP36
TRMT9B,TRMT9B
PITPNM2,PITPNM2
SLAIN2,SLAIN2
JCAD,JCAD
DIP2B,DIP2B
RANBP10,RANBP10
ISLR2,ISLR2
FAM234B,FAM234B
RELCH,RELCH
TSHZ3,TSHZ3
VPS18,VPS18
SHROOM3,SHROOM3
STIM2,STIM2
ZBTB2,ZBTB2
LRFN1,LRFN1
ZFAT,ZFAT
NYAP2,NYAP2
KLHL1,KLHL1
DPP10,DPP10
SH3RF1,SH3RF1
LRCH2,LRCH2
LRRN1,LRRN1
EP400,EP400
ARHGAP23,ARHGAP23
CCDC146,CCDC146
COL20A1,COL20A1
ZSWIM5,ZSWIM5
MYH7B,MYH7B
POGK,POGK
USP28,USP28
DHX37,DHX37
NHSL3,NHSL3
PHF12,PHF12
CIP2A,CIP2A
UVSSA,UVSSA
GRAMD1A,GRAMD1A
HCN3,HCN3
CALCOCO1,CALCOCO1
ZBTB4,ZBTB4
PHRF1,PHRF1
CAMSAP3,CAMSAP3
USP29,USP29
PLEKHA4,PLEKHA4
RDH14,RDH14
FBRSL1,FBRSL1
EPB41L5,EPB41L5
KIAA1549,KIAA1549
BEND3,BEND3
RNF213,RNF213
GPAM,GPAM
ALS2,ALS2
CHD8,CHD8
ZDBF2,ZDBF2
ZBTB26,ZBTB26
CACHD1,CACHD1
VAT1L,VAT1L
ZSWIM6,ZSWIM6
LRRC4C,LRRC4C
TNRC6C,TNRC6C
MAGEE1,MAGEE1
ZNF317,ZFP317
USP37,USP37
DDX55,DDX55
FANCM,FANCM
SHTN1,SHTN1
CPNE5,CPNE5
FHIP2A,FHIP2A
NCKAP5L,NCKAP5L
CWC22,CWC22
GBA2,GBA2
WDFY4,WDFY4
DENND1A,DENND1A
MEAK7,MEAK7
MIER1,MIER1
SLC7A14,SLC7A14
KIAA1614,KIAA1614
SFMBT2,SFMBT2
SEMA4G,SEMA4G
PRX,PRX
PPP4R4,PPP4R4
ANO8,ANO8
GPR107,GPR107
METTL14,METTL14
IGDCC4,IGDCC4
EPG5,EPG5
NCOA5,NCOA5
WDR19,WDR19
SPTBN4,SPTBN4
ZFYVE28,ZFYVE28
SCUBE2,SCUBE2
TRIB3,TRIB3
ANKRA2,ANKRA2
RBAK,RBAK
MARK4,MARK4
SUGP1,SUGP1
BRINP2,BRINP2
GATAD1,GATAD1
RAB40C,RAB40C
POLD4,POLD4
CCAR2,CCAR2
HAMP,HAMP
G6PC2,G6PC2
LSM2,LSM2
CCNB1IP1,CCNB1IP1
CCDC181,CCDC181
GRHL3,GRHL3
RAP2C,RAP2C
C6ORF47,G4
CATSPERG,CATSPERG
ZP4,ZP4
SLC4A5,SLC4A5
ZNF410,ZFP410
CADM3,CADM3
SLC46A2,SLC46A2
PTBP2,PTBP2
NGB,NGB
NEUROD4,NEUROD4
WFDC1,WFDC1
CTDSP1,CTDSP1
CXCL16,CXCL16
SQOR,SQOR
PLEKHB1,PLEKHB1
MS4A7,MS4A7
TP53INP2,TP53INP2
SRPRB,SRPRB
ENOPH1,ENOPH1
RHOU,RHOU
NLRC4,NLRC4
TRAPPC1,TRAPPC1
ZBED5,CHCHD2L2
CREBZF,CREBZF
PCTP,PCTP
ABHD17C,ABHD17C
RPRD1B,RPRD1B
INIP,INIP
JAM2,JAM2
OVOL2,OVOL2
LY6G5B,LY6G5B
PRUNE1,PRUNE1
MYL7,MYL7
ZNF462,ZFP462
ZNF250,ZFP647
ARHGAP22,ARHGAP22
OSTC,OSTC
SCAF1,SCAF1
KMT2C,KMT2C
CACTIN,CACTIN
PRODH2,PRODH2
DNASE2B,DNASE2B
DLGAP3,DLGAP3
EPS15L1,EPS15L1
SELENOK,SELENOK
SINHCAF,SINHCAF
RBM25,RBM25
DMRT3,DMRT3
WIZ,WIZ
MID1IP1,MID1IP1
ABRACL,ABRACL
RRAGD,RRAGD
MYOZ1,MYOZ1
LY6G6D,LY6G6D
PRM3,PRM3
SNX6,SNX6
MPP4,MPP4
IL22RA1,IL22RA1
PGAP6,PGAP6
IL21,IL21
ENPP5,ENPP5
HIVEP3,HIVEP3
EVA1C,EVA1C
ACE2,ACE2
TLNRD1,TLNRD1
NTN4,NTN4
CACNG8,CACNG8
CACNG7,CACNG7
CACNG6,CACNG6
UBL5,UBL5
SIGIRR,SIGIRR
PRDM12,PRDM12
PRDM13,PRDM13
PLEKHA1,PLEKHA1
PLEKHA2,PLEKHA2
HRH4,HRH4
TRPV4,TRPV4
SCPEP1,SCPEP1
SENP2,SENP2
ALOXE3,ALOXE3
GNB4,GNB4
KLHL12,KLHL12
RXFP1,RXFP1
LGR6,LGR6
TMEM35A,TMEM35A
AFAP1,AFAP1
GPBP1L1,GPBP1L1
MYG1,MYG1
FAM3A,FAM3A
AVPI1,AVPI1
TSKS,TSKS
SLC25A19,SLC25A19
EDA2R,EDA2R
EXOC4,EXOC4
TGIF2,TGIF2
CDH26,CDH26
BACH2,BACH2
ELOVL5,ELOVL5
SLC5A7,SLC5A7
HAPLN2,HAPLN2
SAV1,SAV1
TRMT11,TRMT11
MRPS35,MRPS35
PPCDC,PPCDC
NIF3L1,NIF3L1
CCDC90B,CCDC90B
FASTKD5,FASTKD5
CCDC81,CCDC81
HPSE2,HPSE2
AASDHPPT,AASDHPPT
NYX,NYX
AGBL5,AGBL5
LDAH,LDAH
ELAC2,ELAC2
ALX4,ALX4
GUF1,GUF1
SPCS3,SPCS3
NAA35,NAA35
RINT1,RINT1
SCOC,SCOC
KCNK15,KCNK15
DHX35,DHX35
RIC8A,RIC8A
MIIP,MIIP
ATG101,ATG101
GAS5,GAS5
PROK2,PROK2
PAPPA2,PAPPA2
CELF6,CELF6
EEFSEC,EEFSEC
CELF5,CELF5
FKBP10,FKBP10
SMAP1,SMAP1
TRAPPC11,TRAPPC11
ZFAND3,ZFAND3
C14ORF93,C15H14ORF93
SLC22A23,SLC22A23
BCORL1,BCORL1
CELA2A,CELA2A
SRR,SRR
BCAN,BCAN
ABHD4,ABHD4
MRPL17,MRPL17
PKNOX2,PKNOX2
FAM204A,FAM204A
RNF123,RNF123
THADA,THADA
UBE2O,UBE2O
VIPAS39,VIPAS39
PIEZO2,PIEZO2
HEATR6,HEATR6
SH2D4A,SH2D4A
FAM111A,FAM111A
DUSP21,DUSP21
MANBAL,MANBAL
GPATCH3,GPATCH3
NAPB,NAPB
SLC17A9,SLC17A9
BLOC1S5,BLOC1S5
ELMO2,ELMO2
GALNT11,GALNT11
CHTF18,CHTF18
TNN,TNN
CIDEC,CIDEC
ZNF335,ZFP335
ANKEF1,ANKEF1
CHP2,CHP2
XPNPEP3,XPNPEP3
MRPS14,MRPS14
STEEP1,STEEP1
MCUR1,MCUR1
ZNF667,ZFP667
PCIF1,PCIF1
FAM217B,FAM217B
GPSM3,GPSM3
NECAB3,NECAB3
FKBPL,FKBPL
DMRTC2,DMRTC2
DMRTB1,DMRTB1
DMRTA2,DMRTA2
DMRTA1,DMRTA1
CLSPN,CLSPN
KIF13A,KIF13A
NEUROG2,NEUROG2
NEUROD6,NEUROD6
PRDM16,PRDM16
PRDM15,PRDM15
PRDM14,PRDM14
FIGNL1,FIGNL1
ANO3,ANO3
MYO1G,MYO1G
TSPYL2,TSPYL2
RBM26,RBM26
OXCT2,OXCT2B
PERP,PERP
MMP27,MMP27
NPAS3,NPAS3
CDH23,CDH23
C19ORF33,C1H19ORF33
LHPP,LHPP
SLC28A3,SLC28A3
RBKS,RBKS
GOLPH3,GOLPH3
CLSTN2,CLSTN2
MCCC2,MCCC2
SNX16,SNX16
GAL3ST2,GAL3ST2
POPDC2,POPDC2
SMOC1,SMOC1
SMOC2,SMOC2
GFRA4,GFRA4
EPB41L4A,EPB41L4A
PARVG,PARVG
LRRC4,LRRC4
TNMD,TNMD
CENPK,CENPK
NPFFR1,NPFFR1
RTP4,RTP4
CRLF2,CRLF2
NPVF,NPVF
MOAP1,MOAP1
TMBIM1,TMBIM1
VSIR,VSIR
SLC39A8,SLC39A8
DUS1L,DUS1L
RRAGC,RRAGC
FN3K,FN3K
ADGRL4,ADGRL4
NOD2,NOD2
TINAGL1,TINAGL1
LIN7B,LIN7B
XYLT1,XYLT1
XYLT2,XYLT2
IFIH1,IFIH1
ABCG4,ABCG4
RBSN,RBSN
PDF,PDF
KIF9,KIF9
C17ORF75,C10H17ORF75
DIO3OS,DIO3OS
NCAPG,NCAPG
NECAB1,NECAB1
CARD9,CARD9
OSGEPL1,OSGEPL1
DPEP2,DPEP2
P3H1,P3H1
DPEP3,DPEP3
EDDM3B,EDDM3B
IRF2BPL,IRF2BPL
POPDC3,POPDC3
MMS19,MMS19
LHX5,LHX5
DNAJC1,DNAJC1
TFB2M,TFB2M
SEMA4A,SEMA4A
PJA1,PJA1
STRA6,STRA6
ROBO3,ROBO3
TOR3A,TOR3A
MLST8,MLST8
HERPUD2,HERPUD2
ATL2,ATL2
MS4A5,MS4A5
PDLIM2,PDLIM2
ABCG5,ABCG5
ABCG8,ABCG8
TENT4B,TENT4B
ARHGEF28,ARHGEF28
RAB17,RAB17
RHBDF1,RHBDF1
NOC3L,NOC3L
FBRS,FBRS
RNF25,RNF25
SOX17,SOX17
NSD1,NSD1
COP1,COP1
LMBR1,LMBR1
XPO4,XPO4
NFKBIZ,NFKBIZ
ARHGAP9,ARHGAP9
HS1BP3,HS1BP3
AZI2,AZI2
HIF3A,HIF3A
NXN,NXN
SIL1,SIL1
IKZF4,IKZF4
IKZF5,IKZF5
CHST8,CHST8
MMP25,MMP25
GREM2,GREM2
ZMAT3,ZMAT3
GMCL1,GMCL1
ZNF106,ZFP106
PALS1,PALS1
HHIP,HHIP
AKTIP,AKTIP
CDH24,CDH24
CDH22,CDH22
RGS18,RGS18
GALNT17,GALNT17
KLHL25,KLHL25
ARAP3,ARAP3
GZF1,GZF1
TMEM267,TMEM267
TMEM168,TMEM168
MTMR14,MTMR14
SUSD1,SUSD1
DCLRE1C,DCLRE1C
ATG3,ATG3
INF2,INF2
POLR1E,POLR1E
SUDS3,SUDS3
CIAO3,CIAO3
ZDHHC6,ZDHHC6
PCNX4,PCNX4
ACTR6,ACTR6
MRPS25,MRPS25
NOM1,NOM1
DNAI2,DNAI2
CSMD1,CSMD1
CPEB1,CPEB1
TEKT3,TEKT3
ALDH8A1,ALDH8A1
NDST4,NDST4
CLEC7A,CLEC7A
GPR135,GPR135
MOSPD3,MOSPD3
GIGYF1,GIGYF1
PLA2G2F,PLA2G2F
VPS16,VPS16
EBF2,EBF2
SLC71A1,SLC71A1
CSRNP1,CSRNP1
ANAPC1,ANAPC1
GORASP1,GORASP1
TMPRSS3,TMPRSS3
COPS7B,COPS7B
NUCKS1,NUCKS1
HS3ST6,HS3ST6
PDIA2,PDIA2
UNKL,UNKL
WDR13,WDR13
SMAP2,SMAP2
METTL17,METTL17
ACBD3,ACBD3
MFSD1,MFSD1
PLPPR2,PLPPR2
SMURF2,SMURF2
CCDC136,CCDC136
SMYD3,SMYD3
RUSF1,RUSF1
ATPAF1,ATPAF1
MTARC1,MTARC1
TNS3,TNS3
FHIP2B,FHIP2B
PARP12,PARP12
GAREM1,GAREM1
ZNF574,ZFP574
CREB3L2,CREB3L2
S100PBP,S100PBP
IPPK,IPPK
MEAF6,MEAF6
CCDC14,CCDC14
ILRUN,ILRUN
ENGASE,ENGASE
PCED1A,PCED1A
CFAP68,CFAP68
RMND5B,RMND5B
FNDC3B,FNDC3B
MTHFSD,MTHFSD
MICAL1,MICAL1
CERK,CERK
AEN,AEN
RBM15,RBM15
CRTC3,CRTC3
GINS3,GINS3
TBC1D15,TBC1D15
EPS8L2,EPS8L2
LMF1,LMF1
EXO5,EXO5
IFT22,IFT22
CEP85,CEP85
DDX31,DDX31
RMND5A,RMND5A
DEPTOR,DEPTOR
IQCH,IQCH
EFCAB6,EFCAB6
ARV1,ARV1
NMNAT1,NMNAT1
P2RY12,P2RY12
IL25,IL25
ELOVL1,ELOVL1
KLC2,KLC2
FNDC4,FNDC4
FBXL17,FBXL17
PORCN,PORCN
GNPNAT1,GNPNAT1
ISL2,ISL2
MARCHF7,MARCHF7
SPATA20,SPATA20
YTHDC2,YTHDC2
SLC13A3,SLC13A3
ETNPPL,ETNPPL
TUT1,TUT1
AIDA,AIDA
USP46,USP46
NIBAN2,NIBAN2
VWA1,VWA1
PLEKHG2,PLEKHG2
DCLRE1B,DCLRE1B
NABP1,NABP1
ARMCX5,ARMCX5
METTL4,METTL4
RFX7,RFX7
CDCP1,CDCP1
PCDH20,PCDH20
PAPOLG,PAPOLG
C12ORF43,C12H12ORF43
LPIN3,LPIN3
RANBP17,RANBP17
AGXT2,AGXT2
BCL11B,BCL11B
CASD1,CASD1
LRRC19,LRRC19
SLC30A5,SLC30A5
CCDC71,CCDC71
RASAL3,RASAL3
TTC23,TTC23
MRPL14,MRPL14
NT5DC2,NT5DC2
CENPH,CENPH
MRPS26,MRPS26
MRPS24,MRPS24
MRPS15,MRPS15
MRPS11,MRPS11
MRPS9,MRPS9
MRPS6,MRPS6
MRPS5,MRPS5
MRPL41,MRPL41
MRPL40,MRPL40
MRPL38,MRPL38
MRPL36,MRPL36
MRPL34,MRPL34
MRPL32,MRPL32
MRPL11,MRPL11
MRPL9,MRPL9
MRPL1,MRPL1
NDRG4,NDRG4
SLC26A6,SLC26A6
PINK1,PINK1
REEP1,REEP1
GPBP1,GPBP1
ACD,ACD
RAPH1,RAPH1
CDK15,CDK15
TMEM237,TMEM237
NBEAL1,NBEAL1
RTN4R,RTN4R
MRPL44,MRPL44
VPS33A,VPS33A
NOL6,NOL6
